"mouse_gene","human_gene"
"Capn3","CAPN3"
"Capns2","CAPNS2"
"Capns1","CAPNS1"
"Nos1ap","NOS1AP"
"Caprin1","CAPRIN1"
"Tcf21","TCF21"
"Capza1","CAPZA1"
"Capza2","CAPZA2"
"Cpa1","CPA1"
"Cpa5","CPA5"
"Nlrp4e","NLRP4"
"Nlrp12","NLRP12"
"Nlrp14","NLRP14"
"Nlrp4c","NLRP4"
"Nlrp4a","NLRP4"
"Nlrp3","NLRP3"
"Nod2","NOD2"
"Mylk3","MYLK3"
"Gbp10","GBP6"
"Gbp6","GBP6"
"Gbp3","GBP4"
"Gbp3","GBP7"
"Gbp2","GBP1"
"Gbp2","GBP2"
"Gbp2","GBP3"
"Gbp9","GBP6"
"Gbp2b","GBP1"
"Gbp2b","GBP2"
"Gbp2b","GBP3"
"Gbp7","GBP4"
"Gbp7","GBP7"
"Cdkn2aip","CDKN2AIP"
"Naxd","NAXD"
"Carmil1","CARMIL1"
"Carmil2","CARMIL2"
"Carmil3","CARMIL3"
"Car8","CA8"
"Cars1","CARS1"
"Cartpt","CARTPT"
"Dnai7","DNAI7"
"Golm2","GOLM2"
"Knl1","KNL1"
"Cask","CASK"
"Casp1","CASP1"
"Casp12","CASP12"
"Casp4","CASP4"
"Casp4","CASP5"
"Casp3","CASP3"
"Casp6","CASP6"
"Casp7","CASP7"
"Casp8","CASP8"
"Cntnap1","CNTNAP1"
"Casr","CASR"
"Stil","STIL"
"Ctsl","CTSL"
"Ctsl","CTSV"
"Cdx2","CDX2"
"Cdx1","CDX1"
"Cavin4","CAVIN4"
"Cox5a","COX5A"
"Cnr1","CNR1"
"Pepd","PEPD"
"Dock2","DOCK2"
"Lima1","LIMA1"
"Hipk2","HIPK2"
"Chac1","CHAC1"
"Scarb1","SCARB1"
"Aco2","ACO2"
"Abcc4","ABCC4"
"Clptm1","CLPTM1"
"Etfa","ETFA"
"Nmrk2","NMRK2"
"Mcm4","MCM4"
"Rap1b","RAP1B"
"Rap1b","RAP1BL"
"Smox","SMOX"
"Enpp6","ENPP6"
"Pkm","PKM"
"Snx8","SNX8"
"Cltc","CLTC"
"Mmp13","MMP13"
"Trp53inp1","TP53INP1"
"Cpn1","CPN1"
"Fhl1","FHL1"
"Slc20a1","SLC20A1"
"Ctps1","CTPS1"
"Fa2h","FA2H"
"Rabl6","RABL6"
"Gclc","GCLC"
"Tulp2","TULP2"
"Ivns1abp","IVNS1ABP"
"Pde7a","PDE7A"
"Mtfr1","MTFR1"
"Hadha","HADHA"
"Pdxk","PDXK"
"Flt4","FLT4"
"Tpx2","TPX2"
"H1f10","H1-10"
"Cebpa","CEBPA"
"Blvrb","BLVRB"
"Fos","FOS"
"Gmppb","GMPPB"
"Pim2","PIM2"
"Gsn","GSN"
"Cebpe","CEBPE"
"Rspo1","RSPO1"
"Homez","HOMEZ"
"Pdzk1","PDZK1"
"Pdzk1","PDZK1P1"
"Dnmt1","DNMT1"
"Myo5b","MYO5B"
"Ahcy","AHCY"
"Ahcyl","AHCY"
"Id1","ID1"
"Sgk1","SGK1"
"Cpvl","CPVL"
"Trim33","TRIM33"
"Spi1","SPI1"
"Ip6k2","IP6K2"
"Spag1","SPAG1"
"Aatf","AATF"
"Coro1b","CORO1B"
"Rrm2","RRM2"
"Krt12","KRT12"
"Krt16","KRT16"
"Krt15","KRT15"
"Krt14","KRT14"
"Krt13","KRT13"
"Krt17","KRT17"
"Krt19","KRT19"
"Foxb1","FOXB1"
"Slc38a2","SLC38A2"
"Cgn","CGN"
"Pabpc4","PABPC4"
"Tbx6","TBX6"
"Klf2","KLF2"
"Snu13","SNU13"
"Hes1","HES1"
"Nifk","NIFK"
"Atp1b1","ATP1B1"
"Rfx2","RFX2"
"Map3k4","MAP3K4"
"Ccng1","CCNG1"
"Atad5","ATAD5"
"Ftl2-ps","FTL"
"Ftl1","FTL"
"Clic4","CLIC4"
"BC051665","CTSL"
"Cts8","CTSL"
"Cts3","CTSL"
"Ctsj","CTSL"
"Ctsm","CTSL"
"Snai2","SNAI2"
"Dtl","DTL"
"Kif20b","KIF20B"
"Hspb1","HSPB1"
"Ddx18","DDX18"
"Slbp","SLBP"
"Rtca","RTCA"
"Pcna","PCNA"
"Ccnd1","CCND1"
"Elob","ELOB"
"Nop2","NOP2"
"Ccne2","CCNE2"
"Ppm1g","PPM1G"
"Sox15","SOX15"
"Tpi1","TPI1"
"Noxo1","NOXO1"
"Ppl","PPL"
"Pard6g","PARD6G"
"Crtac1","CRTAC1"
"Gm5414","KRT6A"
"Gm5414","KRT6B"
"Gm5414","KRT6C"
"Krt74","KRT74"
"Krt77","KRT77"
"Gm5478","KRT6A"
"Gm5478","KRT6B"
"Gm5478","KRT6C"
"Krt75","KRT75"
"Krt76","KRT76"
"Krt71","KRT71"
"Krt1","KRT1"
"Krt73","KRT73"
"Krt7","KRT7"
"Krt8","KRT8"
"Krt79","KRT79"
"Krt72","KRT72"
"Krt90","KRT90P"
"Krt2","KRT2"
"Krt84","KRT84"
"Krt6b","KRT6A"
"Krt6b","KRT6B"
"Krt6b","KRT6C"
"Krt6a","KRT6A"
"Krt6a","KRT6B"
"Krt6a","KRT6C"
"Krt4","KRT4"
"Dcun1d2","DCUN1D2"
"Ptgds","PTGDS"
"Yap1","YAP1"
"Glul","GLUL"
"Gadd45b","GADD45B"
"Pou5f2","POU5F2"
"Pou5f1","POU5F1"
"Pou5f1","POU5F1B"
"Zfp36l1","ZFP36L1"
"Flot1","FLOT1"
"Myh1","MYH1"
"Myh8","MYH8"
"Myh4","MYH4"
"Myh2","MYH2"
"Yars1","YARS1"
"Trim71","TRIM71"
"Il17rd","IL17RD"
"Prc1","PRC1"
"Ktn1","KTN1"
"Cldn4","CLDN4"
"Serpinh1","SERPINH1"
"Dnase1l1","DNASE1L1"
"Phc2","PHC2"
"Col27a1","COL27A1"
"Tagln2","TAGLN2"
"Meis1","MEIS1"
"H13","HM13"
"Slc25a22","SLC25A22"
"Fgfr1","FGFR1"
"Bckdk","BCKDK"
"Sox2","SOX2"
"Sox11","SOX11"
"Desi2","DESI2"
"Cyp26a1","CYP26A1"
"Pgp","PGP"
"Angptl6","ANGPTL6"
"Jag1","JAG1"
"Ell2","ELL2"
"Lcp1","LCP1"
"Epha4","EPHA4"
"Sestd1","SESTD1"
"Hoxb1","HOXB1"
"Tecr","TECR"
"Shcbp1","SHCBP1"
"Thumpd3","THUMPD3"
"Tacc2","TACC2"
"Neurog1","NEUROG1"
"Sesn3","SESN3"
"Kdm5b","KDM5B"
"Zfp36","ZFP36"
"Ccnb1","CCNB1"
"Rrp36","RRP36"
"Dusp1","DUSP1"
"Igdcc4","IGDCC4"
"Sec13","SEC13"
"Abl2","ABL2"
"Mbp","MBP"
"Rfc3","RFC3"
"Vim","VIM"
"Pax6","PAX6"
"Copa","COPA"
"Tram1l1","TRAM1L1"
"Tram1","TRAM1"
"Selenof","SELENOF"
"Des","DES"
"Frzb","FRZB"
"Npc2","NPC2"
"Paics","PAICS"
"Cnmd","CNMD"
"Cnr2","CNR2"
"Egfl6","EGFL6"
"Hmcn2","HMCN2"
"Serpina3i","SERPINA3"
"Serpina3m","SERPINA3"
"Serpina3f","SERPINA3"
"Serpina1e","SERPINA1"
"Serpina3k","SERPINA3"
"Serpina1b","SERPINA1"
"Serpina1c","SERPINA1"
"Serpina3n","SERPINA3"
"Serpina1a","SERPINA1"
"Serpina1d","SERPINA1"
"Serpina3c","SERPINA3"
"Bcas2","BCAS2"
"Fcho2","FCHO2"
"Cited4","CITED4"
"Mki67","MKI67"
"Gap43","GAP43"
"Trappc13","TRAPPC13"
"Sidt2","SIDT2"
"Id2","ID2"
"Mthfd1","MTHFD1"
"Msh6","MSH6"
"Tnnt2","TNNT2"
"Prrx1","PRRX1"
"Cxadr","CXADR"
"Hoxa3","HOXA3"
"Neo1","NEO1"
"Trim75","TRIM75"
"Trim34b","TRIM34"
"Trim30c","TRIM5"
"Trim61","TRIM61"
"Trim30d","TRIM5"
"Trim60","TRIM60"
"Trim40","TRIM40"
"Trim39","TRIM39"
"Trim6","TRIM6"
"Trim30a","TRIM5"
"Trim34a","TRIM34"
"Rybp","RYBP"
"Col9a1","COL9A1"
"Hoxc8","HOXC8"
"Pinx1","PINX1"
"Col9a2","COL9A2"
"Qki","QKI"
"Cercam","CERCAM"
"Six3","SIX3"
"Gapdhs","GAPDHS"
"Abca12","ABCA12"
"Sec31a","SEC31A"
"Gstp1","GSTP1"
"Gstp2","GSTP1"
"Mbd3","MBD3"
"Uchl1","UCHL1"
"Pigq","PIGQ"
"Mybph","MYBPH"
"Rrbp1","RRBP1"
"Kmo","KMO"
"Eef2k","EEF2K"
"Acbd3","ACBD3"
"Col9a3","COL9A3"
"Dapl1","DAPL1"
"Hkdc1","HKDC1"
"Col18a1","COL18A1"
"Sall4","SALL4"
"Cdca8","CDCA8"
"Fibin","FIBIN"
"Ppp1r13b","PPP1R13B"
"Colec12","COLEC12"
"Pax2","PAX2"
"Cebpb","CEBPB"
"Tomm22","TOMM22"
"Col14a1","COL14A1"
"Fzd2","FZD2"
"Mmp14","MMP14"
"Rspo3","RSPO3"
"Cldn7","CLDN7"
"Slc38a7","SLC38A7"
"Slc44a2","SLC44A2"
"Unc45b","UNC45B"
"St8sia2","ST8SIA2"
"Rrm1","RRM1"
"Pmel","PMEL"
"Tenm3","TENM3"
"Sccpdh","SCCPDH"
"Lama5","LAMA5"
"Cxcr4","CXCR4"
"Esrp2","ESRP2"
"Mad2l1","MAD2L1"
"Depdc1a","DEPDC1"
"Ftsj3","FTSJ3"
"Sec61a1","SEC61A1"
"Kdm7a","KDM7A"
"Evx1","EVX1"
"Ephb4","EPHB4"
"Nav3","NAV3"
"Ctsf","CTSF"
"Pak2","PAK2"
"Trip11","TRIP11"
"Ptprk","PTPRK"
"Slc11a1","SLC11A1"
"Slc11a2","SLC11A2"
"Egr2","EGR2"
"Farsb","FARSB"
"Rrp1b","RRP1B"
"Ap3m1","AP3M1"
"Crabp2","CRABP2"
"Msx1","MSX1"
"Rgs4","RGS4"
"Stt3a","STT3A"
"Ccng2","CCNG2"
"Tnnt3","TNNT3"
"Sdc2","SDC2"
"Cbs","CBS"
"Ccnf","CCNF"
"Ppp1r3c","PPP1R3C"
"Arf5","ARF5"
"Fst","FST"
"Grwd1","GRWD1"
"Slc26a10","SLC26A10P"
"Pdcd4","PDCD4"
"Rab40c","RAB40C"
"Jph2","JPH2"
"Epb41l3","EPB41L3"
"Cad","CAD"
"Ranbp9","RANBP9"
"Sp8","SP8"
"Mylpf","MYL11"
"Lysmd3","LYSMD3"
"Sod2","SOD2"
"Crabp1","CRABP1"
"Grhl3","GRHL3"
"Ywhag","YWHAG"
"Pwp2","PWP2"
"Arpp21","ARPP21"
"Ypel3","YPEL3"
"Plod3","PLOD3"
"Mybbp1a","MYBBP1A"
"Smoc2","SMOC2"
"Col15a1","COL15A1"
"Trpm7","TRPM7"
"Grm6","GRM6"
"Cluh","CLUH"
"Apeh","APEH"
"Tacc3","TACC3"
"Rdh8","RDH8"
"Robo3","ROBO3"
"Clybl","CLYBL"
"Cdon","CDON"
"Ckm","CKM"
"Spry4","SPRY4"
"Mob1b","MOB1B"
"Zfp703","ZNF703"
"Ptma","PTMA"
"Ets1","ETS1"
"Slc16a1","SLC16A1"
"Mdk","MDK"
"Klhl41","KLHL41"
"Llgl2","LLGL2"
"Ephx2","EPHX2"
"Lmo1","LMO1"
"Plk1","PLK1"
"Tbc1d4","TBC1D4"
"Kars1","KARS1"
"Noc4l","NOC4L"
"Cpox","CPOX"
"Tgfbr2","TGFBR2"
"Klf6","KLF6"
"Ugcg","UGCG"
"Ccnjl","CCNJL"
"B3gnt7","B3GNT7"
"Capn9","CAPN9"
"Id4","ID4"
"Cntfr","CNTFR"
"Gata3","GATA3"
"Myog","MYOG"
"Glo1","GLO1"
"Gdf1","GDF1"
"Gdf3","GDF3"
"Zfp513","ZNF513"
"Gpx4","GPX4"
"Ezr","EZR"
"Dclk2","DCLK2"
"Marcksl1","MARCKSL1"
"Trim80","TRIM80P"
"Prdx2","PRDX2"
"Npm3","NPM3"
"Lmbr1l","LMBR1L"
"Bcl7a","BCL7A"
"Ahcyl1","AHCYL1"
"Hdlbp","HDLBP"
"Dhfr","DHFR"
"Dhfr","DHFR2"
"Fbp1","FBP1"
"Dlst","DLST"
"Sipa1l1","SIPA1L1"
"Gata6","GATA6"
"Nfkbib","NFKBIB"
"Elovl6","ELOVL6"
"Gbx1","GBX1"
"Glud1","GLUD1"
"Glud1","GLUD2"
"Plaa","PLAA"
"Suclg2","SUCLG2"
"Pmm2","PMM2"
"Slc39a1","SLC39A1"
"Slc39a2","SLC39A2"
"Gmps","GMPS"
"Dnmt3b","DNMT3B"
"Gata5","GATA5"
"Impdh2","IMPDH2"
"Nucb2","NUCB2"
"Rock2","ROCK2"
"Myf5","MYF5"
"Ppan","PPAN"
"Ppan","PPAN-P2RY11"
"Snai1","SNAI1"
"Dlgap5","DLGAP5"
"Hells","HELLS"
"Coro1c","CORO1C"
"Igfbp1","IGFBP1"
"Higd1c","HIGD1C"
"Higd1a","HIGD1A"
"Dmd","DMD"
"Lars1","LARS1"
"Rhpn2","RHPN2"
"Rhpn2","RHPN2P1"
"Ccna2","CCNA2"
"Kbtbd8","KBTBD8"
"Tpm3","TPM3"
"Msi1","MSI1"
"Pola1","POLA1"
"Pbdc1","PBDC1"
"Pdcd11","PDCD11"
"Txnrd3","TXNRD3"
"Dio2","DIO2"
"Dio1","DIO1"
"Selenon","SELENON"
"Msrb1","MSRB1"
"Selenop","SELENOP"
"Gpx1","GPX1"
"Selenom","SELENOM"
"Selenow","SELENOW"
"Mien1","MIEN1"
"Selenoh","SELENOH"
"Selenot","SELENOT"
"Sephs2","SEPHS2"
"Nap1l1","NAP1L1"
"Tg","TG"
"Prdx3","PRDX3"
"Atic","ATIC"
"Foxi2","FOXI2"
"Foxi1","FOXI1"
"Nanos3","NANOS3"
"Hif1an","HIF1AN"
"Rab14","RAB14"
"Cetn4","CETN4P"
"E2f5","E2F5"
"Dnd1","DND1"
"Kif23","KIF23"
"Ucp2","UCP2"
"Hspa9","HSPA9"
"Dynll2","DYNLL2"
"Gorasp1","GORASP1"
"Uox","UOX"
"Msi2","MSI2"
"Wnt11","WNT11"
"Rab2a","RAB2A"
"Eif4ebp3","EIF4EBP3"
"Ggcx","GGCX"
"Anxa11","ANXA11"
"Ssr1","SSR1"
"Psap","PSAP"
"Gstm7","GSTM2"
"Gstm1","GSTM1"
"Gstm1","GSTM5"
"Gstm3","GSTM1"
"Gstm3","GSTM5"
"Gstm5","GSTM3"
"Gstm4","GSTM4"
"Gstm2","GSTM1"
"Gstm2","GSTM5"
"Gstm6","GSTM1"
"Gstm6","GSTM5"
"Pak1","PAK1"
"Rab13","RAB13"
"Gys2","GYS2"
"Tjp3","TJP3"
"Kdelr2","KDELR2"
"Otx1","OTX1"
"Car9","CA9"
"Pip4k2c","PIP4K2C"
"Mvp","MVP"
"Dnaja4","DNAJA4"
"Ndrg1","NDRG1"
"Ica1l","ICA1L"
"Add1","ADD1"
"Smc4","SMC4"
"Csrp1","CSRP1"
"Aktip","AKTIP"
"Jup","JUP"
"Mcm6","MCM6"
"Rdh10","RDH10"
"Ptpn2","PTPN2"
"Zic3","ZIC3"
"H1f8","H1-8"
"Tjp1","TJP1"
"G6pc1","G6PC1"
"Tbx20","TBX20"
"Crx","CRX"
"Krt18","KRT18"
"Mtr","MTR"
"Sh3gl1","SH3GL1"
"Tpm2","TPM2"
"Mpzl2","MPZL2"
"Aldh18a1","ALDH18A1"
"Ddx27","DDX27"
"Efhc2","EFHC2"
"Cripto","CRIPTO"
"Cripto","CRIPTO3"
"Aldh6a1","ALDH6A1"
"Zic2","ZIC2"
"Gpd2","GPD2"
"Fli1","FLI1"
"Pck1","PCK1"
"Gtpbp1","GTPBP1"
"Dstn","DSTN"
"Tktl2","TKTL2"
"Tktl1","TKTL1"
"Tkt","TKT"
"Ehd1","EHD1"
"Hspd1","HSPD1"
"Tsc22d2","TSC22D2"
"Ppib","PPIB"
"Gstt4","GSTT4"
"Gstt1","GSTT1"
"Gstt2","GSTT2"
"Gstt2","GSTT2B"
"Gstt3","GSTT3P"
"Arpc1b","ARPC1B"
"Tfe3","TFE3"
"Gnai1","GNAI1"
"Lhx8","LHX8"
"Idh1","IDH1"
"Pah","PAH"
"Fen1","FEN1"
"Dnttip2","DNTTIP2"
"Abat","ABAT"
"Tead3","TEAD3"
"Eno3","ENO3"
"Prickle2","PRICKLE2"
"Fabp3","FABP3"
"Ufsp2","UFSP2"
"Ncf1","NCF1"
"Ncf1","NCF1B"
"Ncf1","NCF1C"
"Lrrc15","LRRC15"
"Nherf1","NHERF1"
"Sall1","SALL1"
"D630003M21Rik","KIAA1755"
"Spout1","SPOUT1"
"Stap2","STAP2"
"Cdh17","CDH17"
"Celf2","CELF2"
"Anp32b","ANP32B"
"Mgll","MGLL"
"Nap1l4","NAP1L4"
"Ctsc","CTSC"
"Rab32","RAB32"
"Xbp1","XBP1"
"Gemin5","GEMIN5"
"Btg3","BTG3"
"Pif1","PIF1"
"Slc43a2","SLC43A2"
"Pald1","PALD1"
"Copg1","COPG1"
"Copg2","COPG2"
"Tuba1c","TUBA1C"
"Tuba1b","TUBA1B"
"Lmna","LMNA"
"Lamb1","LAMB1"
"mt-Nd2","ND2"
"Dmxl2","DMXL2"
"Dnajb11","DNAJB11"
"Cyp11a1","CYP11A1"
"Rgs12","RGS12"
"Stmn1","STMN1"
"Prps1l3","PRPS1"
"Prps1l1","PRPS1L1"
"Prps1","PRPS1"
"Ddx21","DDX21"
"Cdkn1c","CDKN1C"
"Apc","APC"
"Flnb","FLNB"
"Cd99l2","CD99L2"
"Cd99","CD99"
"Uba5","UBA5"
"Aopep","AOPEP"
"Otp","OTP"
"Mst1","MST1"
"Mst1","MST1L"
"Tent5b","TENT5B"
"Ptprm","PTPRM"
"Stk40","STK40"
"Shbg","SHBG"
"Lrig1","LRIG1"
"Dnajc5","DNAJC5"
"Mpp1","MPP1"
"Septin9","SEPTIN9"
"Ces2h","CES2"
"Ces1b","CES1"
"Ces1b","CES1P1"
"Ces3a","CES3"
"Ces1d","CES1"
"Ces1d","CES1P1"
"Ces1f","CES1"
"Ces1a","CES1"
"Ces1e","CES1"
"Ces3b","CES3"
"Ces1c","CES1"
"Ces1c","CES1P1"
"Ces2e","CES2"
"Ces2b","CES2"
"Ces2c","CES2"
"Ces2f","CES2"
"Ces5a","CES5A"
"Ces2a","CES2"
"Ces1g","CES1"
"Ces1g","CES1P1"
"Ces2g","CES2"
"Ces1h","CES1"
"Ces1h","CES1P1"
"Ces4a","CES4A"
"Cbln2","CBLN2"
"Crebbp","CREBBP"
"Cbx1","CBX1"
"Cbx3","CBX3"
"Cbx8","CBX8"
"Dipk2b","DIPK2B"
"Kyat1","KYAT1"
"Kyat3","KYAT3"
"Dixdc1","DIXDC1"
"Sgf29","SGF29"
"Ccdc103","DNAAF19"
"Cfap36","CFAP36"
"Tektl1","TEKTL1"
"Ccdc106","CCDC106"
"Mcu","MCU"
"Cfap53","CFAP53"
"Ccdc113","CFAP263"
"Odad1","ODAD1"
"Ccdc63","CCDC63"
"Ccdc115","VMA22"
"Ccdc120","CCDC120"
"Cep89","CEP89"
"Ccdc127","CCDC127"
"Itprid1","ITPRID1"
"Yju2b","YJU2B"
"Vps50","VPS50"
"Cfap58","CFAP58"
"Ccdc149","CCDC149"
"Odad3","ODAD3"
"Ccdc153","DRC12"
"Drc1","DRC1"
"Cfap210","CFAP210"
"Cfap119","CFAP119"
"Cfap45","CFAP45"
"Svbp","SVBP"
"Ccdc3","CCDC3"
"Cfap100","CFAP100"
"Cep83","CEP83"
"Cfap73","CFAP73"
"Ccdc42","CCDC42"
"Cwc25","CWC25"
"Ccdc50","CCDC50"
"Spice1","SPICE1"
"Washc3","WASHC3"
"Nsrp1","NSRP1"
"Coa3","COA3"
"Mix23","MIX23"
"Ccdc6","CCDC6"
"Bicdl2","BICDL2"
"Ccdc65","DRC2"
"Tma7","TMA7"
"Tma7","TMA7B"
"Gpatch11","GPATCH11"
"Trmt13","TRMT13"
"Terb1","TERB1"
"Cenatac","CENATAC"
"Ccdc85c","CCDC85C"
"Yju2","YJU2"
"Ccdc96","CFAP184"
"Cck","CCK"
"Cckbr","CCKBR"
"Ccl19","CCL19"
"Ccl20","CCL20"
"Ccl21b","CCL21"
"Ccl21d","CCL21"
"Ccl21e","CCL21"
"Ccl21f","CCL21"
"Ccl25","CCL25"
"Ccl21a","CCL21"
"Ccl5","CCL5"
"Ccl3","CCL18"
"Ccl3","CCL3"
"Ccl3","CCL3L1"
"Ccl3","CCL3L3"
"Ccl4","CCL4"
"Ccl4","CCL4L1"
"Ccl4","CCL4L2"
"Ccl7","CCL7"
"Ccl11","CCL11"
"Ccl11","CCL13"
"Ccl11","CCL8"
"Ccl8","CCL8"
"Ccl12","CCL2"
"Ccl12","CCL7"
"Ccl12","CCL8"
"Ccl2","CCL2"
"Ccl24","CCL24"
"Ccl27al","CCL27"
"Ccl27b","CCL27"
"Ccl27a","CCL27"
"Ccl28","CCL28"
"Krit1","KRIT1"
"Pdcd10","PDCD10"
"Ccm2l","CCM2L"
"Ccn5","CCN5"
"Ccnd2","CCND2"
"Ccne1","CCNE1"
"Ccnl1","CCNL1"
"Ccnt2","CCNT2"
"Agtpbp1","AGTPBP1"
"Agbl2","AGBL2"
"Agbl5","AGBL5"
"Agbl4","AGBL4"
"Ccr3","CCR3"
"Ccr5","CCR5"
"Ccr1","CCR1"
"Ccr1l1","CCR1"
"Ccr4","CCR4"
"Ccr2","CCR2"
"Ccr8","CCR8"
"Cx3cr1","CX3CR1"
"Ccr9","CCR9"
"Cdk20","CDK20"
"Ackr4","ACKR4"
"Noct","NOCT"
"Ccser2","CCSER2"
"Tcp1","TCP1"
"Itgad","ITGAD"
"Itgax","ITGAX"
"Itgam","ITGAM"
"Mcam","MCAM"
"Cd40lg","CD40LG"
"Cd63","CD63"
"Cd36","CD36"
"Cd2ap","CD2AP"
"Pecam1","PECAM1"
"Scarb2","SCARB2"
"Entpd5","ENTPD5"
"Polr1g","POLR1G"
"Cd247","CD247"
"Cd4","CD4"
"Itga2b","ITGA2B"
"Cd44","CD44"
"Ptprc","PTPRC"
"Itga2","ITGA2"
"Cd59b","CD59"
"Tfrc","TFRC"
"Cd74","CD74"
"Cd81","CD81"
"Cd82","CD82"
"Adgre5","ADGRE2"
"Adgre5","ADGRE5"
"Adgre1","ADGRE1"
"Cda","CDA"
"Cdc14b","CDC14B"
"Cdc14b","CDC14C"
"Cdc14a","CDC14A"
"Cdk1","CDK1"
"Cdk11b","CDK11A"
"Cdk11b","CDK11B"
"Cdk13","CDK13"
"Cdk19","CDK19"
"Cnot1","CNOT1"
"Cdc42","CDC42"
"Cdc42ep5","CDC42EP5"
"Cdc42ep4","CDC42EP4"
"Cdc45","CDC45"
"Vcp","VCP"
"Cdca7","CDCA7"
"Cdca7l","CDCA7L"
"Cdh10","CDH10"
"Cdh9","CDH9"
"Cdh12","CDH12"
"Cdh18","CDH18"
"Cdh26","CDH26"
"Cdh7","CDH7"
"Cdhr1","CDHR1"
"Cdh11","CDH11"
"Cdk5r1","CDK5R1"
"Cdk5r2","CDK5R2"
"Cdkn1b","CDKN1B"
"Cdkn2a","CDKN2A"
"Cdkn2b","CDKN2A"
"Cdkn2b","CDKN2B"
"Cdk5rap3","CDK5RAP3"
"M6pr","M6PR"
"Espl1","ESPL1"
"Ift81","IFT81"
"Slc44a1","SLC44A1"
"Sass6","SASS6"
"Cebpd","CEBPD"
"Cebpg","CEBPG"
"Hdhd5","HDHD5"
"Tmem121b","TMEM121B"
"Get4","GET4"
"Celf3","CELF3"
"Zcchc13","ZCCHC13"
"Cnbp","CNBP"
"Celsr1","CELSR1"
"Celsr2","CELSR2"
"Odf2","ODF2"
"Cpap","CPAP"
"Cep170","CEP170"
"Cep170b","CEP170B"
"Cdk5rap2","CDK5RAP2"
"Cep55","CEP55"
"Cpeb1","CPEB1"
"Cept1","CEPT1"
"Cp","CP"
"Thra","THRA"
"Cers3","CERS3"
"Tbl3","TBL3"
"Cfd","CFD"
"F13b","F13B"
"Cfl1","CFL1"
"Cflar","CFLAR"
"Rflna","RFLNA"
"Csf1r","CSF1R"
"Cxxc1","CXXC1"
"Mib1","MIB1"
"Cgas","CGAS"
"Tmed5","TMED5"
"Vit","VIT"
"Elfn2","ELFN2"
"Samd3","SAMD3"
"Nhsl1","NHSL1"
"Crtc1","CRTC1"
"L3mbtl3","L3MBTL3"
"Ch25h","CH25H"
"Hes5","HES5"
"Alg10","ALG10"
"Alg10","ALG10B"
"Epb41","EPB41"
"Cer1","CER1"
"Dand5","DAND5"
"Vps13a","VPS13A"
"Disp1","DISP1"
"Synpo2l","SYNPO2L"
"Cct2","CCT2"
"Cct3","CCT3"
"Cct7","CCT7"
"Churc1","CHURC1"
"Chchd10","CHCHD10"
"Chchd2","CHCHD2"
"Chchd2","CHCHD2P9"
"Chchd3","CHCHD3"
"Chchd4","CHCHD4"
"Lypd6b","LYPD6B"
"Chrd","CHRD"
"Chit1","CHIT1"
"Chia1","CHIA"
"Chil6","CHIA"
"Chil5","CHIA"
"Chil4","CHIA"
"Chil3","CHIA"
"Ovgp1","OVGP1"
"Stub1","STUB1"
"Rax","RAX"
"Chek1","CHEK1"
"Chek2","CHEK2"
"Chrdl2","CHRDL2"
"Chmp2b","CHMP2B"
"Chmp5","CHMP5"
"Chmp6","CHMP6"
"Meox1","MEOX1"
"Ddit3","DDIT3"
"Chordc1","CHORDC1"
"Slc6a8","SLC6A8"
"Chp1","CHP1"
"Mlxipl","MLXIPL"
"Mlxip","MLXIP"
"Chrm1","CHRM1"
"Chrm2","CHRM2"
"Chrm5","CHRM5"
"Chrna10","CHRNA10"
"Chrna2","CHRNA2"
"Chrna4","CHRNA4"
"Chrna7","CHRFAM7A"
"Chrna7","CHRNA7"
"Chrna9","CHRNA9"
"Chrnb2","CHRNB2"
"Chrnb4","CHRNB4"
"Chrnb3","CHRNB3"
"Tmem231","TMEM231"
"Nid2","NID2"
"U2af1","U2AF1"
"Ddx55","DDX55"
"Smo","SMO"
"Rpl35","RPL35"
"Sdad1","SDAD1"
"Med29","MED29"
"Utp25","UTP25"
"Copz1","COPZ1"
"Hnf1b","HNF1B"
"Smarca5","SMARCA5"
"Snrpd1","SNRPD1"
"Ppp1r10","PPP1R10"
"Pole2","POLE2"
"Timm23","TIMM23"
"Timm23","TIMM23B"
"Taf7l","TAF7L"
"Taf7","TAF7"
"Atp6v1h","ATP6V1H"
"Uxs1","UXS1"
"Nodal","NODAL"
"Zcchc7","ZCCHC7"
"Csnk1a1","CSNK1A1"
"Rps18-ps6","RPS18"
"Rps18-ps5","RPS18"
"Rps18","RPS18"
"Sf3b4","SF3B4"
"Terf2","TERF2"
"Ttc27","TTC27"
"Rpl24","RPL24"
"Snrpc","SNRPC"
"Phf5a","PHF5A"
"Mcm7","MCM7"
"Ddx54","DDX54"
"Ddx19b","DDX19B"
"Ddx19a","DDX19A"
"Ints7","INTS7"
"Ncbp2","NCBP2"
"Ncbp2","NCBP2L"
"Hdac1","HDAC1"
"Gpc4","GPC4"
"Odc1","ODC1"
"Mak16","MAK16"
"Tsr2","TSR2"
"Wnt5b","WNT5B"
"Vps18","VPS18"
"Slc25a5","SLC25A5"
"Rps5","RPS5"
"Atm","ATM"
"Slit1","SLIT1"
"Alk","ALK"
"Chsy1","CHSY1"
"Pierce1","PIERCE1"
"Cic","CIC"
"Clcnka","CLCNKA"
"Clcnka","CLCNKB"
"Clcnkb","CLCNKA"
